name,profile_url,emails,org_number,revenue,legal_name,registration_date,company_type,employees,ceo,address,postal_address,city,share_capital,sni_codes,business_purpose,phone,website
Sonat AB,https://www.allabolag.se/foretag/sonat-ab/%C3%B6rebro/-/5565829354,[],556582-9354,87196,Sonat AB,2000-01-13,Aktiebolag,76,Henrik Mattias Norin,"Fabriksgatan 24, 702 23 Örebro","Drottninggatan 31, 702 22 Örebro",Örebro,500Tkr,['70200 Konsultverksamhet avseende företags organisation'],"Bolaget skall ha till föremål för sin verksamhet att bedriva konsultativ verksamhet beträffande management avseende inköp, produktion och distribution, operativ verksamhet inom ordermanagement avseende hanterings- och kundservice samt därmed förenlig verksamhet.",08-20 27 40,
Matbutiken i Nyfors AB,https://www.allabolag.se/foretag/matbutiken-i-nyfors-ab/lax%C3%A5/-/5567897797,[],556789-7797,87103,Matbutiken i Nyfors AB,2009-09-29,Aktiebolag,21,Bo Marcus Håkansson,"Centrumtorget 22, 695 30 Laxå","c/o ICA Supermarket Laxå, Centrumtorget 22, 695 30 Laxå",Laxå,100Tkr,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']",Bolaget har till föremål för sin verksamhet att bedriva detalj- handelsrörelse med dagligvaror inom ICA-verksamheten i Sverige och annan därmed förenlig verksamhet.,0584-44 42 30,
W-Invest Fastigheter Aktiebolag,https://www.allabolag.se/foretag/w-invest-fastigheter-aktiebolag/%C3%B6rebro/-/5560981606,[],556098-1606,87077,W-Invest Fastigheter Aktiebolag,1965-05-20,Aktiebolag,12,Johan Anders Willerman,"Elementvägen 8, 702 27 Örebro","Elementvägen 8, 702 27 Örebro",Örebro,100Tkr,"['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler', '68209 Övrig förvaltning av egna eller arrenderade fastigheter']","Bolaget skall bedriva fastighetsförvaltning, fastighetsservice, äga och förvalta fast egendom samt idka därmed förenlig verksamhet.",019-27 82 00,
B Krafft Måleri Aktiebolag,https://www.allabolag.se/foretag/b-krafft-m%C3%A5leri-aktiebolag/%C3%B6rebro/-/5562865229,[],556286-5229,86983,B Krafft Måleri Aktiebolag,1986-11-03,Aktiebolag,73,Mikael Bascuas Ascon,"Myrmalmsgatan 6, 703 83 Örebro","Myrmalmsgatan 6, 703 83 Örebro",Örebro,1 650Tkr,"['43341 Måleriarbeten', '43330 Golv- och väggbeläggningsarbeten']","Aktiebolaget ska utföra måleritjänster, fönsterrenovering, montering av kök och bedriva butikshandel med färg, tapeter, köksinredningar och övrigt inredningssortiment för hem samt köpa, sälja och förvalta aktier och fastigheter, samt inom varje rörelsegren idka därmed förenlig verksamhet.",019-10 57 40,
Herok Byggmaterial AB,https://www.allabolag.se/foretag/herok-byggmaterial-ab/%C3%B6rebro/-/5569411910,[],556941-1910,86530,Herok Byggmaterial AB,2013-09-03,Aktiebolag,12,Per Anders Karlsson,"Tackjärnsgatan 4, 703 83 Örebro","c/o Rikard Rosander, Myrmalmsgatan 2, 703 83 Örebro",Örebro,50Tkr,"['46831 Partihandel med virke och andra byggmaterial', '46630 Partihandel med gruv-, bygg- och anläggningsmaskiner', '77320 Uthyrning och leasing av bygg- och anläggningsmaskiner']","Bolaget ska bedriva försäljning av byggprodukter, utveckling, produktion, försäljning och uthyrning av byggmaskiner, arbetsplattformar och liftar samt därmed förenlig verksamhet.",,
Höga-Produkter Aktiebolag,https://www.allabolag.se/foretag/h%C3%B6ga-produkter-aktiebolag/lax%C3%A5/-/5562926922,[],556292-6922,86468,Höga-Produkter Aktiebolag,1987-03-03,Aktiebolag,21,Daniel Hans Svensk,"Storängsvägen 3, 695 30 Laxå","Storängsvägen 3, 695 30 Laxå",Laxå,100Tkr,['30120 Byggande av fritidsbåtar'],Bolaget skall idka tillverkning av armerade plastprodukter samt därmed förenlig verksamhet.,,
Holger Andreasen Aktiebolag,https://www.allabolag.se/foretag/holger-andreasen-aktiebolag/%C3%B6rebro/-/5560602632,[],556060-2632,86298,Holger Andreasen Aktiebolag,1954-11-08,Aktiebolag,17,Eva Martina Carlqvist,"Skvadronvägen 7 a, 702 27 Örebro","Skvadronvägen 7 a, 702 27 Örebro",Örebro,500Tkr,"['46860 Partihandel med andra insatsvaror', '46649 Partihandel med diverse andra maskiner och diverse annan utrustning', '46850 Partihandel med kemiska produkter']","Bolaget skall bedriva handel, serviceverksamhet och uthyrning med utrustning och förnödenheter för industri främst med oförstörande provningsutrustning och kemikalier och därmed förenlig verk- samhet.",019-670 81 00,
Hansson PyroTech Aktiebolag,https://www.allabolag.se/foretag/hansson-pyrotech-aktiebolag/lindesberg/-/5560555814,[],556055-5814,85976,Hansson PyroTech Aktiebolag,1951-06-04,Aktiebolag,39,Tommi Tapani Sjöberg,"Köpingsvägen, 711 31 Lindesberg","Box 54, 711 22 Lindesberg",Lindesberg,4 000Tkr,['20591 Sprängämnestillverkning'],Bolaget skall bedriva tillverkning av och handel med pyrotekniska produkter ävensom idka därmed förenlig verksamhet.,,
Aktiebolaget H. Brunner,https://www.allabolag.se/foretag/aktiebolaget-h.-brunner/%C3%B6rebro/-/5560282591,[],556028-2591,85679,Aktiebolaget H. Brunner,1929-09-20,Aktiebolag,14,Björn Svante Jonasson,"Södra Vägen 14, 702 27 Örebro","Södra Vägen 14, 702 27 Örebro",Örebro,400Tkr,"['46420 Partihandel med kläder och skodon', '46649 Partihandel med diverse andra maskiner och diverse annan utrustning', '46240 Partihandel med hudar, skinn och läder', '46850 Partihandel med kemiska produkter', '46160 Provisionshandel med textilier, kläder, pälsvaror, skodon och lädervaror']","Bolaget bedriver huvudsakligen partihandel och agenturrörelse med skokomponenter, skotillbehör, ortopedimaterial, skomakerimaterial, lädervaror, skor och maskiner avsedda för skotillverkning och stansning i alla typer av mjuka material.",019-17 58 80,
Lagermetall Aktiebolag,https://www.allabolag.se/foretag/lagermetall-aktiebolag/%C3%B6rebro/-/5562130657,[],556213-0657,85421,Lagermetall Aktiebolag,1981-01-01,Aktiebolag,17,Gustav Niklas Holmquist,,"Boskärsgatan 23, 702 44 Örebro",Örebro,400Tkr,['46820 Partihandel med metaller och metallmalmer'],"Aktiebolaget skall bedriva handel med bronsämnen, glidlager och övriga glidelement.",019-20 96 60,
Söderort Assistans Aktiebolag,https://www.allabolag.se/foretag/s%C3%B6derort-assistans-aktiebolag/%C3%B6rebro/-/5568342603,[],556834-2603,85400,Söderort Assistans Aktiebolag,2010-12-20,Aktiebolag,137,,"Kungsgatan 34, 702 24 Örebro","Kungsgatan 34, 702 24 Örebro",Örebro,50Tkr,['88102 Öppna sociala insatser för personer med funktionsnedsättning'],"Bolaget ska bedriva enskild förskola och pedagogisk omsorg direkt eller indirekt genom dotterbolag samt erbjuda administrativ hjälp till personer med rätt till ersättning enligt LSS (Lag om stöd och service till vissa funktionshindrade) eller LASS (Lagen om assistansersättning). Bolaget ska vidare bedriva verksamhet inom vårdsektorn eller med tillhandahållande av avlösarservice inom assistans och tjänster till äldre och funktionshindrade samt tillhandahållande av administrativ service eller andra tjänster, bedriva tillverkning, marknadsföring och försäljning av produkter och tekniska hjälpmedel och lösningar inom ovan nämnda sektorer, samt bedriva därmed förenlig verksamhet.",,
Bandstål B Nilsson Aktiebolag,https://www.allabolag.se/foretag/bandst%C3%A5l-b-nilsson-aktiebolag/kopparberg/-/5562782523,[],556278-2523,84912,Bandstål B Nilsson Aktiebolag,1986-06-03,Aktiebolag,10,Erik Mikael Larsson,"Bångbro Industriområde, 714 32 Kopparberg","Box 118, 714 22 Kopparberg",Kopparberg,200Tkr,['25530 Metallegoarbeten'],"Bolaget skall bedriva manufakturering av och handel med band och andra produkter av stål eller andra metaller, handel med värdepapper samt därmed förenlig verksamhet.",0580-888 80,
Örebro MOT - AB,https://www.allabolag.se/foretag/%C3%B6rebro-mot-ab/%C3%B6rebro/-/5568846959,[],556884-6959,84630,Örebro MOT - AB,2012-02-16,Aktiebolag,63,,"Berglundavägen 10 b, 702 36 Örebro","Berglundavägen 10 b, 702 36 Örebro",Örebro,100Tkr,"['49410 Vägtransport, godstrafik', '78201 Personaluthyrning']",Bolaget ska bedriva godstransporter med lastbil samt därmed förenlig verksamhet.,070-519 90 08,
Voav-Teknik i Hallsberg Aktiebolag,https://www.allabolag.se/foretag/voav-teknik-i-hallsberg-aktiebolag/hallsberg/-/5560931551,[],556093-1551,84293,Voav-Teknik i Hallsberg Aktiebolag,1964-06-30,Aktiebolag,43,,"Bergsmansvägen 3, 694 35 Hallsberg","Bergsmansvägen 3, 694 35 Hallsberg",Hallsberg,100Tkr,"['38120 Insamling av farligt avfall', '43221 Värme- och sanitetsarbeten', '37000 Avloppsrening']",Bolaget skall bedriva transportverksamhet.,0582-133 90,
Castellum Cityfastigheter i Örebro AB,https://www.allabolag.se/foretag/castellum-cityfastigheter-i-%C3%B6rebro-ab/%C3%B6rebro/-/5567582316,[],556758-2316,83859,Castellum Cityfastigheter i Örebro AB,2008-05-21,Aktiebolag,0,Per Göran Gavelin,Örebro,"c/o Castellum Mitt AB, Box 1824, 701 18 Örebro",Örebro,100Tkr,"['68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']","Bolaget skall ha till föremål för sin verksamhet att - direkt eller indirekt genom hel- eller delägda bolag - förvärva, förvalta, utveckla och försälja fast egendom samt att bedriva annan därmed förenlig verksamhet.",019-27 65 00,
Ory AB,https://www.allabolag.se/foretag/ory-ab/%C3%B6rebro/-/5562136647,[],556213-6647,82879,Ory AB,1981-12-09,Aktiebolag,28,Eva Carina Jakobsson,"Gällerstavägen 115, 702 21 Örebro","Gällerstavägen 115, 702 21 Örebro",Örebro,100Tkr,"['29200 Tillverkning av karosserier för motorfordon; tillverkning av släpfordon och påhängsvagnar', '29320 Tillverkning av andra delar och tillbehör till motorfordon']","Bolaget skall bedriva verksamhet med att utveckla, tillverka och marknadsföra produkter för transportsektorn såsom släpvagnar, trailer och påbyggnationer, äga och förvalta fast och lös egendom samt annan därmed förenlig verksamhet.",,
KMAB Karlskoga Mark AB,https://www.allabolag.se/foretag/kmab-karlskoga-mark-ab/karlskoga/-/5568822828,"['janne@kmaab.se', 'janne@kmaab.se']",556882-2828,82562,KMAB Karlskoga Mark AB,2012-01-26,Aktiebolag,14,Åke Mikael Andersson,"Botorpsvägen 1, 691 42 Karlskoga","Botorpsvägen 1, 691 42 Karlskoga",Karlskoga,50Tkr,['43120 Mark- och grundarbeten'],Bolaget ska bedriva entreprenad inom byggverksamhet och markarbeten samt därmed förenlig verksamhet.,070-551 68 22,http://www.kmaab.se/
Länsmusiken i Örebro AB,https://www.allabolag.se/foretag/l%C3%A4nsmusiken-i-%C3%B6rebro-ab/%C3%B6rebro/-/5567179071,[],556717-9071,82237,Länsmusiken i Örebro AB,2006-12-15,Aktiebolag,56,Beryl Mari Lunder,"Fabriksgatan 2, 702 10 Örebro","Box 335, 701 46 Örebro",Örebro,1 000Tkr,"['90390 Annan stödverksamhet avseende konstnärligt skapande och scenkonst', '90200 Scenkonst']",Bolaget har till förelmål för sin verksamhet att producera professionell musik och utveckla musikverksamhet i Örebro kommun och i Örebro län. Bolaget kan även genomföra musikturnéer utanför Örebrolän och utomlands. Bolaget är skyldigt att utföra de uppdrag som bolaget tilldelas av Örebro kommun. Bolaget är skyldigt att följa den bolagspolicy som antagits av kommunfullmäktige i Örebro kommun. Bolaget har till ändamål att erbjuda invånare i Örebro kommun och Örebro län professionell konsertverksamhet av hög konstnärlig kvalitet samt vara en resurs för övrig musikverksamhet inom kommunen och länet. För att uppfylla ändamålet och i syfte att stärka orkesterns varumärke samt för att marknadsföra Örebro kommun och län kan bolagets orkester även genomföra musikturnéer utanför Örebro län och utomlands. Musikverksamheten skall till övervägande del produceras av en egen fast ensemble. Bolaget ska följa de kommunalrättsliga principerna i 2 kap. och 8 kap. 3 c § kommunallagen.,019-766 62 10,
Svea Byggteknik AB,https://www.allabolag.se/foretag/svea-byggteknik-ab/%C3%B6rebro/-/5569945362,[],556994-5362,82177,Svea Byggteknik AB,2014-12-09,Aktiebolag,9,Christopher Thomas Arping,"Rundstigen 22, 702 21 Örebro","Rundstigen 22, 702 21 Örebro",Örebro,50Tkr,['41000 Byggande av bostadshus och andra byggnader'],"Bolaget ska bedriva byggnadsverksamhet, äga och förvalta fast och lös egendom samt därmed förenlig verksamhet.",,
LogistikTeamet Sverige AB,https://www.allabolag.se/foretag/logistikteamet-sverige-ab/%C3%B6rebro/-/5565626008,[],556562-6008,81922,LogistikTeamet Sverige AB,1998-11-17,Aktiebolag,0,,"Ormestagatan 2, 702 83 Örebro","Box 6073, 700 06 Örebro",Örebro,300Tkr,['47612 Detaljhandel via internet eller postorder med böcker'],"Bolaget skall idka bokdistributionsverksamhet samt detaljhandel med läromedel, böcker samt pappersvaror, förvalta fast egendom, bedriva handel med värdepapper och därmed förenlig verksamhet.",019-32 30 60,
AxÖ Consulting AB,https://www.allabolag.se/foretag/ax%C3%B6-consulting-ab/karlskoga/-/5590997531,[],559099-7531,81868,AxÖ Consulting AB,2017-02-06,Aktiebolag,39,Karl Oskar Bernling,"Brukstorget 8, 691 50 Karlskoga","Brukstorget 8, 691 50 Karlskoga",Karlskoga,75Tkr,"['70200 Konsultverksamhet avseende företags organisation', '78100 Arbetsförmedling och rekrytering', '78201 Personaluthyrning']","Bolaget skall bedriva bemanning, rekrytering, organisations- utveckling, chefsstöd, coaching, outsourcing, utvärdering av förordnande, utredningsuppdrag, interims konsultuppdrag, chefs- utveckling och utbildning samt därmed förenlig verksamhet.",0586-101 40,
Processpumpar Norden AB,https://www.allabolag.se/foretag/processpumpar-norden-ab/%C3%B6rebro/-/5562161660,[],556216-1660,81795,Processpumpar Norden AB,1982-01-01,Aktiebolag,13,Pål Mats Göran Aronsson,"Östra Vagngatan 8 b, 702 27 Örebro","Box 9006, 700 09 Örebro",Örebro,100Tkr,"['46649 Partihandel med diverse andra maskiner och diverse annan utrustning', '33110 Reparation och underhåll av metallvaror']",Bolagets verksamhet består av import och försäljning av pumpar och pumputrustning.,019-22 38 00,
PG Jönsson Fastigheter AB,https://www.allabolag.se/foretag/pg-j%C3%B6nsson-fastigheter-ab/%C3%B6rebro/-/5565385670,[],556538-5670,81761,PG Jönsson Fastigheter AB,1997-01-31,Aktiebolag,8,Per Mikael Hultman,"Slottsgatan 19, 703 61 Örebro","Slottsgatan 19, 703 61 Örebro",Örebro,100Tkr,"['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']","Bolaget skall bedriva förvaltning av fast egendom, värdepapper jämte därmed förenlig verksamhet.",019-673 46 00,
Örebro Flyttningsbyrå AB,https://www.allabolag.se/foretag/%C3%B6rebro-flyttningsbyr%C3%A5-ab/%C3%B6rebro/-/5562069087,[],556206-9087,81691,Örebro Flyttningsbyrå AB,1980-01-01,Aktiebolag,31,,"Transportgatan 5, 702 27 Örebro","Transportgatan 5, 702 27 Örebro",Örebro,100Tkr,"['49410 Vägtransport, godstrafik', '49420 Flyttjänster']","Bolaget skall bedriva expresstransporter, flyttningar, lagring och förvaring av flyttgods samt därmed förenlig verksamhet.",,
Götmarsgruppen AB,https://www.allabolag.se/foretag/g%C3%B6tmarsgruppen-ab/%C3%B6rebro/-/5563272037,[],556327-2037,81013,Götmarsgruppen AB,1988-06-15,Aktiebolag,51,Marcus Emanuel Götmar,"Borgmästargatan 9, 702 25 Örebro","Borgmästargatan 9, 702 25 Örebro",Örebro,100Tkr,"['96300 Begravningsverksamhet', '69102 Juridiska byråers verksamhet m.m.']","Aktiebolagets verksamhet ska vara att bedriva bedriva begravningsbyråverksamhet, juristbyråverksamhet, florist- och inredningstjänster, äga och förvalta fastigheter och värdepapper samt bedriva annan därmed förenlig verksamhet.",019-14 00 15,
SITECH Sverige AB,https://www.allabolag.se/foretag/sitech-sverige-ab/%C3%B6rebro/-/5592099989,"['info@sitech-sverige.com', 'info@sitech-sverige.com']",559209-9989,80634,SITECH Sverige AB,2019-06-24,Aktiebolag,24,Håkan Dennis Andersson,"Radiatorvägen 11, 702 27 Örebro","Radiatorvägen 11, 702 27 Örebro",Örebro,2 450Tkr,['46649 Partihandel med diverse andra maskiner och diverse annan utrustning'],"Bolaget ska bedriva försäljning, tillverkning, service och uthyrning av mätteknisk utrustning, positioneringsutrustning och bygglaser inom bygg- och byggentreprenadbranschen samt annan därmed förenlig verksamhet.",010-456 80 00,https://www.sitechsverige.com
Roland Hallafors Åkeri o. Schakt Aktiebolag,https://www.allabolag.se/foretag/roland-hallafors-%C3%A5keri-o.-schakt-aktiebolag/%C3%B6rebro/-/5561368407,[],556136-8407,80548,Roland Hallafors Åkeri o. Schakt Aktiebolag,1970-06-23,Aktiebolag,50,,"Osmundgatan 8, 703 83 Örebro","Osmundgatan 8, 703 83 Örebro",Örebro,300Tkr,"['43120 Mark- och grundarbeten', '49410 Vägtransport, godstrafik', '08120 Utvinning av sand, grus och berg samt utvinning av lera och kaolin', '95311 Allmän service och reparation av motorfordon utom motorcyklar']","Föremålet för bolagets verksamhet är grävmaskinsarbeten, godstransporter, anläggningstransporter, snöröjning, reklam- tryckeri och försäljning av reklamartiklar samt handel med värdepapper samt därmed förenlig verksamhet.",019-29 15 60,
Systemtruckar Sverige AB,https://www.allabolag.se/foretag/systemtruckar-sverige-ab/%C3%B6rebro/-/5565590196,"['mattias.lindh@systemtruckar.se', 'mattias.lindh@systemtruckar.se']",556559-0196,80534,Systemtruckar Sverige AB,1998-09-14,Aktiebolag,24,Pär Magnus Winberg,"Vagngatan 9, 70227 Örebro","Vagngatan 9, 70227 Örebro",Örebro,100Tkr,['46649 Partihandel med diverse andra maskiner och diverse annan utrustning'],"Bolaget skall driva försäljning, uthyrning och reparationer av truckar samt därmed förenlig verksamhet.",070-254 14 41,https://www.systemtruckar.se/
Austin Powder Sweden AB,https://www.allabolag.se/foretag/austin-powder-sweden-ab/%C3%B6rebro/-/5568667934,[],556866-7934,80395,Austin Powder Sweden AB,2011-10-06,Aktiebolag,15,,"Kulvägen 5 h, 703 84 Örebro","Kulvägen 5 h, 703 84 Örebro",Örebro,50Tkr,"['46850 Partihandel med kemiska produkter', '20591 Sprängämnestillverkning', '42120 Anläggning av järnvägar och tunnelbanor']","Bolaget ska tillverka, importera, lagra, marknadsföra, försälja och distribuera sprängmedel samt bedriva därmed förenlig verksamhet.",,
Lekebergs Kommunfastigheter AB,https://www.allabolag.se/foretag/lekebergs-kommunfastigheter-ab/fjugesta/-/5567557680,[],556755-7680,80385,Lekebergs Kommunfastigheter AB,2008-04-10,Aktiebolag,0,Jimmy Arne Boris Mattsson,"Bangatan 7, 716 31 Fjugesta","Bangatan 7, 716 31 Fjugesta",Fjugesta,2 241Tkr,"['68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler', '68201 Uthyrning och förvaltning av egna eller arrenderade bostäder']","Bolaget har till föremål för sin verksamhet att inom Lekebergs kommun förvärva, äga, bebygga, förvalta, förädla och försälja fastigheter med lokaler och därtill hörande kollektiva anordningar. Bolaget har till sitt ändamål med beaktande av kommunal självkostnad samt med kommunal lagens lokaliseringspreincip främja lokalförsörjningen i Lekebergs kommun. Verksamheten ska vara självfinansierad vilket innebär att verksamheten skall bära sina egna kostnader.",0585-811 19,
Jensen's Böfhus AB,https://www.allabolag.se/foretag/jensens-b%C3%B6fhus-ab/kumla/-/5565454252,[],556545-4252,80114,Jensen's Böfhus AB,1997-08-27,Aktiebolag,54,Nicolaj Anders Mich Engdahl,,"Box 30, 692 21 Kumla",Kumla,1 100Tkr,['56110 Restaurangverksamhet'],Föremålet för bolagets verksamhet ska vara att driva restaurangverksamhet och utföra administrativa tjänster samt att idka därmed förenlig verksamhet.,,
MEJK Butiken AB,https://www.allabolag.se/foretag/mejk-butiken-ab/lindesberg/-/5565443404,[],556544-3404,80041,MEJK Butiken AB,1997-08-14,Aktiebolag,23,Boije Mikael Karlsson,"Bandygatan 2 c, 711 34 Lindesberg","Bandygatan 2 c, 711 34 Lindesberg",Lindesberg,100Tkr,['47121 Annan varuhus- eller stormarknadshandel'],"Bolaget skall bedriva detaljhandel med kläder, verktyg, hushållsartiklar, leksaker, möbler, hygienartiklar, fiskeartik- lar, dataprodukter och elektronikartiklar såsom TV-apparater, kameror, stereoapparater, videokameror och videoapparater och därmed förenlig verksamhet. Butiken kommer att drivas som en lågprisbutik.",0581-100 46,
Castellum Mitt AB,https://www.allabolag.se/foretag/castellum-mitt-ab/%C3%B6rebro/-/5561219089,[],556121-9089,79986,Castellum Mitt AB,1968-12-18,Aktiebolag,51,Per Göran Gavelin,"Nikolaigatan 1, 702 10 Örebro","Box 1824, 701 18 Örebro",Örebro,10 000Tkr,"['68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler', '68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler']","Bolaget skall ha till föremål för sin verksamhet att - direkt eller indirekt genom hel- eller delägda bolag- förvärva, förvalta, utveckla och försälja fast egendom samt att bedriva annan därmed förenlig verksamhet.",019-27 65 00,
Närkesten Entreprenad Aktiebolag,https://www.allabolag.se/foretag/n%C3%A4rkesten-entreprenad-aktiebolag/kumla/-/5564239191,[],556423-9191,79649,Närkesten Entreprenad Aktiebolag,1991-04-11,Aktiebolag,24,Olof Mikael Medin,"Marsvägen 2 b, 692 34 Kumla","Box 62, 692 21 Kumla",Kumla,300Tkr,['43999 Annan övrig specialiserad bygg- och anläggningsverksamhet'],"Bolaget skall bedriva försäljning av stenprodukter och montering i anslutning härtill, liksom därmed förenlig verksamhet.",,
T2L2 i Karlskoga AB,https://www.allabolag.se/foretag/t2l2-i-karlskoga-ab/karlskoga/-/5567223796,[],556722-3796,79382,T2L2 i Karlskoga AB,2007-01-31,Aktiebolag,13,,"Skolgärdesvägen 4 c, 691 33 Karlskoga","c/o ELGIGANTEN, Skolgärdesvägen 4 c, 691 33 Karlskoga",Karlskoga,100Tkr,"['47401 Detaljhandel med datorer, programvara, data- och tv-spel', '47403 Detaljhandel med ljud- och bildanläggningar samt videoutrustning', '47541 Detaljhandel med elektriska hushållsmaskiner och hushållsapparater, utom via internet eller postorder']","Föremålet för bolagets verksamhet är bolaget ska bedriva handel med hushållselektronik, främst vitvaror, TV, radio och dataprodukter och därmed förenlig verksamhet.",,
Pejmej AB,https://www.allabolag.se/foretag/pejmej-ab/lindesberg/-/5567084511,[],556708-4511,79331,Pejmej AB,2006-08-15,Aktiebolag,18,Erik Johan Anders Eriksson,"Bergslagsvägen 3, 711 34 Lindesberg","Box 30, 711 21 Lindesberg",Lindesberg,500Tkr,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']",Bolaget ska bedriva detaljhandel med dagligvaror och annan därmed förenlig verksamhet.,0581-886 66,
Västerporten Fastigheter i Örebro AB,https://www.allabolag.se/foretag/v%C3%A4sterporten-fastigheter-i-%C3%B6rebro-ab/%C3%B6rebro/-/5560048232,[],556004-8232,79205,Västerporten Fastigheter i Örebro AB,1902-09-13,Aktiebolag,18,Petra Christina E Karlsson Ekström,"Argongatan 99 b, 703 74 Örebro","Box 8033, 700 08 Örebro",Örebro,11 000Tkr,"['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']","Bolaget har till föremål för sin verksamhet att förvärva, äga, förvalta och överlåta fastigheter samt aktier och andelar i fastighetsbolag inom Örebro kommun. Bolaget har till ändamål att äga, förvalta, utveckla och överlåta fastigheter för att tillgodose behovet av affärs- och verksamhetslokaler i Örebros västra stadsdelar för kommunen, näringslivet och nyföretagare. Bolaget ska i samverkan med Örebro kommun och andra aktörer bidra till att fler arbetstillfällen skapas i de västra stadsdelarna samt att människorna som bor där blir aktiva i utvecklingen av sina närområden.",,
Structural Group Sverige AB,https://www.allabolag.se/foretag/structural-group-sverige-ab/%C3%B6rebro/-/5569246290,[],556924-6290,79012,Structural Group Sverige AB,2013-02-28,Aktiebolag,20,,,"Verkstadsgatan 2, 702 27 Örebro",Örebro,50Tkr,['41000 Byggande av bostadshus och andra byggnader'],"Aktiebolaget ska utföra bygg-, anläggnings- och betongarbeten jämte därmed förenlig verksamhet.",,
Kioskservice i Örebro AB,https://www.allabolag.se/foretag/kioskservice-i-%C3%B6rebro-ab/%C3%B6rebro/-/5566704994,[],556670-4994,78935,Kioskservice i Örebro AB,2004-11-11,Aktiebolag,10,,"Älvtomtagatan 14 a, 703 42 Örebro","Älvtomtagatan 14 a, 703 42 Örebro",Örebro,100Tkr,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']","Bolaget skall bedriva livsmedelsaffär, catering och konsulthjälp till butiker samt därmed förenlig verksamhet.",,
Karlskoga CNC Quality Aktiebolag,https://www.allabolag.se/foretag/karlskoga-cnc-quality-aktiebolag/karlskoga/-/5564505575,[],556450-5575,78244,Karlskoga CNC Quality Aktiebolag,1992-07-01,Aktiebolag,45,Per Jonas Lindhe,"Svetsarevägen 11, 691 37 Karlskoga","Svetsarevägen 11, 691 37 Karlskoga",Karlskoga,425Tkr,['25530 Metallegoarbeten'],Bolaget skall bedriva CNC-styrd mekanisk produktion samt utföra produktionstekniska tjänster för verkstadsindustrin ävensom idka därmed förenlig verksamhet.,0586-643 30,
Livsmedelshallen i Kopparberg AB,https://www.allabolag.se/foretag/livsmedelshallen-i-kopparberg-ab/kopparberg/-/5568014285,[],556801-4285,76805,Livsmedelshallen i Kopparberg AB,2010-03-01,Aktiebolag,19,Frans Lars-Håkan Olofsson,"Bergmästaregatan 8 b, 714 31 Kopparberg","Bergmästaregatan 8 b, 714 31 Kopparberg",Kopparberg,100Tkr,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad', '10112 Styckning av kött', '10120 Beredning och hållbarhetsbehandling av fjäderfäkött', '10710 Tillverkning av mjukt matbröd och färska bakverk', '10130 Charkuteri- och annan köttvarutillverkning']",Bolaget har till föremål för sin verksamhet att bedriva detalj- handelsrörelse med dagligvaror inom ICA-verksamheten i Sverige och annan därmed förenlig verksamhet.,0580-101 28,
Telia Field Operations AB,https://www.allabolag.se/foretag/telia-field-operations-ab/%C3%B6rebro/-/5567812424,[],556781-2424,76558,Telia Field Operations AB,2009-04-21,Aktiebolag,60,,"Fabriksgatan 22, 702 23 Örebro","Box 526, 701 50 Örebro",Örebro,100Tkr,['61100 Trådbunden och trådlös telekommunikation samt telekommunikation via satellit'],"Bolaget ska tillhandahålla bygg-, installations- och underhållstjänster inom telekommunikation, IT och elkraft, samt därmed förenlig verksamhet.",026-12 35 00,
Beving Elektronik Aktiebolag,https://www.allabolag.se/foretag/beving-elektronik-aktiebolag/%C3%B6rebro/-/5561306696,[],556130-6696,76314,Beving Elektronik Aktiebolag,1969-11-18,Aktiebolag,10,Maria Helena Skyttegaard Westman,"Skomaskinsgatan 6, 702 27 Örebro","Skomaskinsgatan 6, 702 27 Örebro",Örebro,1 000Tkr,"['46502 Partihandel med elektronikkomponenter', '46641 Partihandel med mät- och precisionsinstrument']","Bolaget har till föremål för sin verksamhet att idka handel med mät-, kontroll- och reglerutrustning till industri- och energisektorn samt driva därmed förenlig verksamhet.",,
Epos Träindustri Aktiebolag,https://www.allabolag.se/foretag/epos-tr%C3%A4industri-aktiebolag/karlskoga/-/5562198829,[],556219-8829,76158,Epos Träindustri Aktiebolag,1982-08-26,Aktiebolag,8,,"Rishöjden Rishöjdbron 340, 691 91 Karlskoga","Rishöjden Rishöjdbron 340, 691 91 Karlskoga",Karlskoga,300Tkr,['16240 Träförpackningstillverkning'],Bolaget skall bedriva bygghandel och träindustri.,0586-595 00,
